"subid","itemNum","X.1","X","submit.date","submit.time","trial.num","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt.x","numPic","interval","day.and.time","correct","include","first.trial","numPicN","intervalNum","condition","testTrial","dataset","face","faceIdx","exposureTrial","exampleTrial","choseSocial","rt.y"
"A10A1AU0JBL6Z3",3,14960,32,"Mar 28 2014","10:03:38",12,"Same",0,"Novel81",2,"Novel81",0,1619,4,4,"(Mar 28 2014 10:03:38)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,2477
"A10A1AU0JBL6Z3",4,14962,34,"Mar 28 2014","10:03:38",14,"Switch",1,"Novel116",0,"Novel130",2,1614,4,4,"(Mar 28 2014 10:03:38)",FALSE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1726
"A10A1AU0JBL6Z3",5,14964,36,"Mar 28 2014","10:03:38",16,"Same",1,"Novel90",2,"Novel90",2,990,4,4,"(Mar 28 2014 10:03:38)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1465
"A10A1AU0JBL6Z3",7,14968,40,"Mar 28 2014","10:03:38",20,"Same",0,"Novel13",0,"Novel18",0,1179,4,4,"(Mar 28 2014 10:03:38)",FALSE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,4341
"A10BMPJA7PA4W4",0,14975,47,"Mar 29 2014","13:09:01",7,"Same",1,"Novel46",1,"Novel46",1,3074,4,1,"(Mar 29 2014 13:09:01)",TRUE,TRUE,TRUE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,9644
"A10BMPJA7PA4W4",1,14976,48,"Mar 29 2014","13:09:01",8,"Switch",0,"Novel40",1,"Novel40",0,1403,4,1,"(Mar 29 2014 13:09:01)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,4348
"A10BMPJA7PA4W4",2,14979,51,"Mar 29 2014","13:09:01",11,"Same",0,"Novel115",0,"Novel115",2,1185,4,1,"(Mar 29 2014 13:09:01)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2505
"A10BMPJA7PA4W4",3,14980,52,"Mar 29 2014","13:09:01",12,"Switch",1,"Novel44",0,"Novel44",0,1948,4,1,"(Mar 29 2014 13:09:01)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2548
"A10BMPJA7PA4W4",4,14983,55,"Mar 29 2014","13:09:01",15,"Same",1,"Novel18",1,"Novel18",1,867,4,1,"(Mar 29 2014 13:09:01)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3370
"A10BMPJA7PA4W4",5,14984,56,"Mar 29 2014","13:09:01",16,"Switch",1,"Novel105",3,"Novel87",1,835,4,1,"(Mar 29 2014 13:09:01)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1366
"A10BMPJA7PA4W4",6,14987,59,"Mar 29 2014","13:09:01",19,"Same",0,"Novel19",1,"Novel19",0,589,4,1,"(Mar 29 2014 13:09:01)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1672
"A10BMPJA7PA4W4",7,14988,60,"Mar 29 2014","13:09:01",20,"Switch",0,"Novel132",2,"Novel132",1,569,4,1,"(Mar 29 2014 13:09:01)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,929
"A10C8F6B8X2HUS",0,34281,13,"May 13 2014","11:37:59",13,"Switch",0,"Novel1",7,"Novel1",5,13332,8,2,"(May 13 2014 11:37:59)",NA,TRUE,TRUE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,2407
"A10C8F6B8X2HUS",1,34282,14,"May 13 2014","11:37:59",14,"Same",1,"Novel29",6,"Novel29",6,1436,8,2,"(May 13 2014 11:37:59)",TRUE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,1489
"A10C8F6B8X2HUS",2,34283,15,"May 13 2014","11:37:59",15,"Switch",0,"Novel121",4,"Novel116",4,7101,8,2,"(May 13 2014 11:37:59)",FALSE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,3009
"A10C8F6B8X2HUS",3,34284,16,"May 13 2014","11:37:59",16,"Same",0,"Novel19",1,"Novel19",0,2637,8,2,"(May 13 2014 11:37:59)",TRUE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,2086
"A10C8F6B8X2HUS",4,34285,17,"May 13 2014","11:37:59",17,"Switch",1,"Novel104",0,"Novel33",1,6141,8,2,"(May 13 2014 11:37:59)",FALSE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,2020
"A10C8F6B8X2HUS",5,34286,18,"May 13 2014","11:37:59",18,"Same",1,"Novel130",4,"Novel130",4,2430,8,2,"(May 13 2014 11:37:59)",TRUE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,2126
"A10C8F6B8X2HUS",6,34287,19,"May 13 2014","11:37:59",19,"Switch",1,"Novel55",6,"Novel138",7,6912,8,2,"(May 13 2014 11:37:59)",FALSE,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,2228
"A10C8F6B8X2HUS",7,34288,20,"May 13 2014","11:37:59",20,"Same",0,"Novel69",5,"Novel69",4,12094,8,2,"(May 13 2014 11:37:59)",NA,TRUE,FALSE,8,7,"Social",1,"km","eyes_center",-1,0,0,TRUE,2144
"A10CKZJTAF6OCS",0,73,97,"Aug 11 2013","20:48:49",7,"Same",0,"Novel27",0,"Novel27",1,1797,2,1,"(Aug 11 2013 20:48:49)",TRUE,TRUE,TRUE,2,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10CKZJTAF6OCS",1,74,98,"Aug 11 2013","20:48:49",8,"Switch",0,"Novel72",0,"Novel72",1,2363,2,1,"(Aug 11 2013 20:48:49)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10CKZJTAF6OCS",2,75,99,"Aug 11 2013","20:48:49",11,"Same",1,"Novel96",0,"Novel96",0,1525,2,1,"(Aug 11 2013 20:48:49)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10CKZJTAF6OCS",3,76,100,"Aug 11 2013","20:48:49",12,"Switch",1,"Novel28",1,"Novel15",0,5203,2,1,"(Aug 11 2013 20:48:49)",FALSE,TRUE,FALSE,2,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10CKZJTAF6OCS",4,77,101,"Aug 11 2013","20:48:49",15,"Same",1,"Novel136",0,"Novel136",0,906,2,1,"(Aug 11 2013 20:48:49)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10CKZJTAF6OCS",5,78,102,"Aug 11 2013","20:48:49",16,"Switch",0,"Novel88",0,"Novel88",1,1026,2,1,"(Aug 11 2013 20:48:49)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10CKZJTAF6OCS",6,79,103,"Aug 11 2013","20:48:49",19,"Same",0,"Novel39",1,"Novel39",0,3426,2,1,"(Aug 11 2013 20:48:49)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10CKZJTAF6OCS",7,80,104,"Aug 11 2013","20:48:49",20,"Switch",1,"Novel84",0,"Novel84",0,1030,2,1,"(Aug 11 2013 20:48:49)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10EEFN0OZB72L",0,26595,7,"Apr 11 2014","12:46:43",7,"Switch",0,"Novel48",2,"Novel5",4,4235,6,1,"(Apr 11 2014 12:46:43)",FALSE,TRUE,TRUE,6,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,2779
"A10EEFN0OZB72L",1,26596,8,"Apr 11 2014","12:46:43",8,"Same",1,"Novel123",4,"Novel123",4,1778,6,1,"(Apr 11 2014 12:46:43)",TRUE,TRUE,FALSE,6,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1660
"A10EEFN0OZB72L",2,26599,11,"Apr 11 2014","12:46:43",11,"Switch",1,"Novel53",0,"Novel73",4,1958,6,1,"(Apr 11 2014 12:46:43)",FALSE,TRUE,FALSE,6,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1359
"A10EEFN0OZB72L",3,26600,12,"Apr 11 2014","12:46:43",12,"Same",1,"Novel61",1,"Novel61",1,1062,6,1,"(Apr 11 2014 12:46:43)",TRUE,TRUE,FALSE,6,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1462
"A10EEFN0OZB72L",4,26603,15,"Apr 11 2014","12:46:43",15,"Switch",0,"Novel32",3,"Novel129",1,3257,6,1,"(Apr 11 2014 12:46:43)",FALSE,TRUE,FALSE,6,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,907
"A10EEFN0OZB72L",5,26604,16,"Apr 11 2014","12:46:43",16,"Same",0,"Novel80",4,"Novel80",2,1276,6,1,"(Apr 11 2014 12:46:43)",TRUE,TRUE,FALSE,6,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1476
"A10EEFN0OZB72L",6,26607,19,"Apr 11 2014","12:46:43",19,"Switch",1,"Novel137",4,"Novel85",5,1393,6,1,"(Apr 11 2014 12:46:43)",FALSE,TRUE,FALSE,6,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,857
"A10EEFN0OZB72L",7,26608,20,"Apr 11 2014","12:46:43",20,"Same",0,"Novel58",0,"Novel58",2,2374,6,1,"(Apr 11 2014 12:46:43)",TRUE,TRUE,FALSE,6,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1156
"A10I0NM5NV1DBU",0,19575,27,"Apr 07 2014","03:54:53",7,"Switch",0,"Novel34",3,"Novel34",2,16539,4,1,"(Apr 07 2014 03:54:53)",NA,TRUE,TRUE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,2420
"A10I0NM5NV1DBU",1,19576,28,"Apr 07 2014","03:54:53",8,"Same",1,"Novel56",2,"Novel56",2,1640,4,1,"(Apr 07 2014 03:54:53)",TRUE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1812
"A10I0NM5NV1DBU",2,19579,31,"Apr 07 2014","03:54:53",11,"Switch",1,"Novel9",2,"Novel11",1,7369,4,1,"(Apr 07 2014 03:54:53)",FALSE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,2710
"A10I0NM5NV1DBU",3,19580,32,"Apr 07 2014","03:54:53",12,"Same",0,"Novel136",2,"Novel136",1,1845,4,1,"(Apr 07 2014 03:54:53)",TRUE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1896
"A10I0NM5NV1DBU",4,19583,35,"Apr 07 2014","03:54:53",15,"Switch",1,"Novel44",3,"Novel61",0,7272,4,1,"(Apr 07 2014 03:54:53)",FALSE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,2144
"A10I0NM5NV1DBU",5,19584,36,"Apr 07 2014","03:54:53",16,"Same",1,"Novel68",2,"Novel68",2,1449,4,1,"(Apr 07 2014 03:54:53)",TRUE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1474
"A10I0NM5NV1DBU",6,19587,39,"Apr 07 2014","03:54:53",19,"Switch",0,"Novel121",2,"Novel131",1,7876,4,1,"(Apr 07 2014 03:54:53)",FALSE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,2707
"A10I0NM5NV1DBU",7,19588,40,"Apr 07 2014","03:54:53",20,"Same",0,"Novel29",1,"Novel29",3,4859,4,1,"(Apr 07 2014 03:54:53)",TRUE,TRUE,FALSE,4,1,"Social",1,"km","eyescenter",-1,0,0,TRUE,1327
"A10K8ZSAU26T49",0,7221,53,"May 02 2014","14:42:08",13,"Same",1,"Novel127",0,"Novel127",0,2591,2,2,"(May 02 2014 14:42:08)",TRUE,TRUE,TRUE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,4681
"A10K8ZSAU26T49",1,7222,54,"May 02 2014","14:42:08",14,"Switch",1,"Novel83",1,"Novel48",0,3676,2,2,"(May 02 2014 14:42:08)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2574
"A10K8ZSAU26T49",2,7223,55,"May 02 2014","14:42:08",15,"Same",0,"Novel118",1,"Novel7",1,2943,2,2,"(May 02 2014 14:42:08)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,6197
"A10K8ZSAU26T49",3,7224,56,"May 02 2014","14:42:08",16,"Switch",0,"Novel77",0,"Novel5",0,2211,2,2,"(May 02 2014 14:42:08)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,4461
"A10K8ZSAU26T49",4,7225,57,"May 02 2014","14:42:08",17,"Same",0,"Novel125",0,"Novel60",0,1951,2,2,"(May 02 2014 14:42:08)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3787
"A10K8ZSAU26T49",5,7226,58,"May 02 2014","14:42:08",18,"Switch",0,"Novel78",1,"Novel78",0,2675,2,2,"(May 02 2014 14:42:08)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3710
"A10K8ZSAU26T49",6,7227,59,"May 02 2014","14:42:08",19,"Same",1,"Novel99",0,"Novel99",0,1791,2,2,"(May 02 2014 14:42:08)",TRUE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,4536
"A10K8ZSAU26T49",7,7228,60,"May 02 2014","14:42:08",20,"Switch",1,"Novel138",0,"Novel57",1,3211,2,2,"(May 02 2014 14:42:08)",FALSE,TRUE,FALSE,2,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3179
"A10LLZZHZVGWRW",0,19597,49,"Apr 06 2014","13:27:37",9,"Same",0,"Novel51",2,"Novel51",0,1754,4,3,"(Apr 06 2014 13:27:37)",TRUE,TRUE,TRUE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3382
"A10LLZZHZVGWRW",1,19598,50,"Apr 06 2014","13:27:37",10,"Switch",0,"Novel135",2,"Novel24",0,1961,4,3,"(Apr 06 2014 13:27:37)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1769
"A10LLZZHZVGWRW",2,19599,51,"Apr 06 2014","13:27:37",11,"Same",1,"Novel122",1,"Novel122",1,896,4,3,"(Apr 06 2014 13:27:37)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2326
"A10LLZZHZVGWRW",3,19600,52,"Apr 06 2014","13:27:37",12,"Switch",1,"Novel40",0,"Novel40",0,1913,4,3,"(Apr 06 2014 13:27:37)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2339
"A10LLZZHZVGWRW",4,19605,57,"Apr 06 2014","13:27:37",17,"Same",0,"Novel25",1,"Novel25",2,1046,4,3,"(Apr 06 2014 13:27:37)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1720
"A10LLZZHZVGWRW",5,19606,58,"Apr 06 2014","13:27:37",18,"Switch",1,"Novel79",2,"Novel106",1,2874,4,3,"(Apr 06 2014 13:27:37)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2799
"A10LLZZHZVGWRW",6,19607,59,"Apr 06 2014","13:27:37",19,"Same",1,"Novel127",3,"Novel127",3,1156,4,3,"(Apr 06 2014 13:27:37)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2703
"A10LLZZHZVGWRW",7,19608,60,"Apr 06 2014","13:27:37",20,"Switch",0,"Novel100",0,"Novel100",1,4893,4,3,"(Apr 06 2014 13:27:37)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1689
"A10NAKQZQ4I9NH",0,81,121,"Apr 03 2013","20:27:34",7,"Same",0,"Novel71",2,"Novel71",1,1442,4,1,"(Apr 03 2013 20:27:34)",TRUE,TRUE,TRUE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NAKQZQ4I9NH",1,82,122,"Apr 03 2013","20:27:34",8,"Switch",1,"Novel47",1,"Novel47",1,3826,4,1,"(Apr 03 2013 20:27:34)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NAKQZQ4I9NH",2,83,123,"Apr 03 2013","20:27:34",11,"Same",0,"Novel122",1,"Novel122",2,1013,4,1,"(Apr 03 2013 20:27:34)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NAKQZQ4I9NH",3,84,124,"Apr 03 2013","20:27:34",12,"Switch",1,"Novel82",0,"Novel82",0,4012,4,1,"(Apr 03 2013 20:27:34)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NAKQZQ4I9NH",4,85,125,"Apr 03 2013","20:27:34",15,"Same",1,"Novel24",3,"Novel24",3,1360,4,1,"(Apr 03 2013 20:27:34)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NAKQZQ4I9NH",5,86,126,"Apr 03 2013","20:27:34",16,"Switch",0,"Novel131",3,"Novel68",3,3808,4,1,"(Apr 03 2013 20:27:34)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NAKQZQ4I9NH",6,87,127,"Apr 03 2013","20:27:34",19,"Same",1,"Novel48",1,"Novel48",1,2790,4,1,"(Apr 03 2013 20:27:34)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NAKQZQ4I9NH",7,88,128,"Apr 03 2013","20:27:34",20,"Switch",0,"Novel111",0,"Novel21",1,3655,4,1,"(Apr 03 2013 20:27:34)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NEFAVKVWB8H",0,89,129,"Aug 11 2013","22:05:02",6,"Same",0,"Novel42",6,"Novel42",0,4738,8,0,"(Aug 11 2013 22:05:02)",TRUE,TRUE,TRUE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NEFAVKVWB8H",1,90,130,"Aug 11 2013","22:05:02",8,"Switch",1,"Novel63",0,"Novel125",5,7820,8,0,"(Aug 11 2013 22:05:02)",FALSE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NEFAVKVWB8H",2,91,131,"Aug 11 2013","22:05:02",10,"Same",1,"Novel97",3,"Novel97",3,1514,8,0,"(Aug 11 2013 22:05:02)",TRUE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NEFAVKVWB8H",3,92,132,"Aug 11 2013","22:05:02",12,"Switch",0,"Novel77",3,"Novel119",2,3569,8,0,"(Aug 11 2013 22:05:02)",FALSE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NEFAVKVWB8H",4,93,133,"Aug 11 2013","22:05:02",14,"Same",1,"Novel45",7,"Novel45",7,1244,8,0,"(Aug 11 2013 22:05:02)",TRUE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NEFAVKVWB8H",5,94,134,"Aug 11 2013","22:05:02",16,"Switch",1,"Novel11",3,"Novel31",4,4289,8,0,"(Aug 11 2013 22:05:02)",FALSE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NEFAVKVWB8H",6,95,135,"Aug 11 2013","22:05:02",18,"Same",0,"Novel69",0,"Novel15",1,3792,8,0,"(Aug 11 2013 22:05:02)",FALSE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10NEFAVKVWB8H",7,96,136,"Aug 11 2013","22:05:02",20,"Switch",0,"Novel66",2,"Novel12",4,2857,8,0,"(Aug 11 2013 22:05:02)",FALSE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"A10QVKS005YVLL",0,34294,26,"May 12 2014","07:39:45",6,"Same",1,"Novel21",1,"Novel21",1,1411,8,4,"(May 12 2014 07:39:45)",TRUE,TRUE,TRUE,8,0,"Social",1,"km","eyes_center",-1,0,0,TRUE,2062
"A10QVKS005YVLL",1,34296,28,"May 12 2014","07:39:45",8,"Switch",1,"Novel83",2,"Novel20",3,9611,8,4,"(May 12 2014 07:39:45)",FALSE,TRUE,FALSE,8,0,"Social",1,"km","eyes_center",-1,0,0,TRUE,1507
"A10QVKS005YVLL",2,34298,30,"May 12 2014","07:39:45",10,"Same",0,"Novel27",0,"Novel27",1,891,8,4,"(May 12 2014 07:39:45)",TRUE,TRUE,FALSE,8,0,"Social",1,"km","eyes_center",-1,0,0,TRUE,1572
"A10QVKS005YVLL",3,34300,32,"May 12 2014","07:39:45",12,"Switch",1,"Novel89",7,"Novel112",0,8254,8,4,"(May 12 2014 07:39:45)",FALSE,TRUE,FALSE,8,0,"Social",1,"km","eyes_center",-1,0,0,TRUE,1093
"A10QVKS005YVLL",4,34302,34,"May 12 2014","07:39:45",14,"Same",0,"Novel54",2,"Novel54",1,827,8,4,"(May 12 2014 07:39:45)",TRUE,TRUE,FALSE,8,0,"Social",1,"km","eyes_center",-1,0,0,TRUE,1158
"A10QVKS005YVLL",5,34304,36,"May 12 2014","07:39:45",16,"Switch",0,"Novel76",4,"Novel99",7,5372,8,4,"(May 12 2014 07:39:45)",FALSE,TRUE,FALSE,8,0,"Social",1,"km","eyes_center",-1,0,0,TRUE,979
"A10QVKS005YVLL",6,34306,38,"May 12 2014","07:39:45",18,"Same",1,"Novel84",7,"Novel84",7,852,8,4,"(May 12 2014 07:39:45)",TRUE,TRUE,FALSE,8,0,"Social",1,"km","eyes_center",-1,0,0,TRUE,4578
"A10QVKS005YVLL",7,34308,40,"May 12 2014","07:39:45",20,"Switch",0,"Novel118",3,"Novel118",0,3133,8,4,"(May 12 2014 07:39:45)",TRUE,TRUE,FALSE,8,0,"Social",1,"km","eyes_center",-1,0,0,TRUE,1964
"A10RI4TLDUCPM1",0,34315,47,"May 05 2014","21:18:13",7,"Switch",0,"Novel34",0,"Novel34",3,8508,8,1,"(May 05 2014 21:18:13)",TRUE,TRUE,TRUE,8,1,"No-Social",1,"km","eyes_center",-1,0,0,FALSE,8023
"A10RI4TLDUCPM1",1,34316,48,"May 05 2014","21:18:13",8,"Same",1,"Novel67",6,"Novel67",6,4176,8,1,"(May 05 2014 21:18:13)",TRUE,TRUE,FALSE,8,1,"No-Social",1,"km","eyes_center",-1,0,0,FALSE,4284
"A10RI4TLDUCPM1",2,34319,51,"May 05 2014","21:18:13",11,"Switch",1,"Novel9",0,"Novel9",0,4831,8,1,"(May 05 2014 21:18:13)",TRUE,TRUE,FALSE,8,1,"No-Social",1,"km","eyes_center",-1,0,0,FALSE,4453
"A10RI4TLDUCPM1",3,34320,52,"May 05 2014","21:18:13",12,"Same",0,"Novel15",7,"Novel15",6,3285,8,1,"(May 05 2014 21:18:13)",TRUE,TRUE,FALSE,8,1,"No-Social",1,"km","eyes_center",-1,0,0,FALSE,3741
"A10RI4TLDUCPM1",4,34323,55,"May 05 2014","21:18:13",15,"Switch",0,"Novel1",5,"Novel4",6,6527,8,1,"(May 05 2014 21:18:13)",FALSE,TRUE,FALSE,8,1,"No-Social",1,"km","eyes_center",-1,0,0,FALSE,7216
"A10RI4TLDUCPM1",5,34324,56,"May 05 2014","21:18:13",16,"Same",1,"Novel76",0,"Novel76",0,1810,8,1,"(May 05 2014 21:18:13)",TRUE,TRUE,FALSE,8,1,"No-Social",1,"km","eyes_center",-1,0,0,FALSE,3893
"A10RI4TLDUCPM1",6,34327,59,"May 05 2014","21:18:13",19,"Switch",1,"Novel8",3,"Novel37",0,8941,8,1,"(May 05 2014 21:18:13)",FALSE,TRUE,FALSE,8,1,"No-Social",1,"km","eyes_center",-1,0,0,FALSE,3942
"A10RI4TLDUCPM1",7,34328,60,"May 05 2014","21:18:13",20,"Same",0,"Novel81",7,"Novel81",2,2987,8,1,"(May 05 2014 21:18:13)",TRUE,TRUE,FALSE,8,1,"No-Social",1,"km","eyes_center",-1,0,0,FALSE,2783
"A10VJC5VW0IBYK",0,19621,73,"Apr 06 2014","18:33:45",13,"Switch",1,"Novel67",2,"Novel67",2,5329,4,2,"(Apr 06 2014 18:33:45)",TRUE,TRUE,TRUE,4,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,7365
"A10VJC5VW0IBYK",1,19622,74,"Apr 06 2014","18:33:45",14,"Same",0,"Novel47",2,"Novel47",0,5477,4,2,"(Apr 06 2014 18:33:45)",TRUE,TRUE,FALSE,4,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,5146
"A10VJC5VW0IBYK",2,19623,75,"Apr 06 2014","18:33:45",15,"Switch",0,"Novel95",0,"Novel95",1,3387,4,2,"(Apr 06 2014 18:33:45)",TRUE,TRUE,FALSE,4,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,6017
"A10VJC5VW0IBYK",3,19624,76,"Apr 06 2014","18:33:45",16,"Same",1,"Novel60",0,"Novel60",0,3857,4,2,"(Apr 06 2014 18:33:45)",TRUE,TRUE,FALSE,4,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,10058
"A10VJC5VW0IBYK",4,19625,77,"Apr 06 2014","18:33:45",17,"Switch",0,"Novel33",2,"Novel105",0,5339,4,2,"(Apr 06 2014 18:33:45)",FALSE,TRUE,FALSE,4,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2802
"A10VJC5VW0IBYK",5,19626,78,"Apr 06 2014","18:33:45",18,"Same",1,"Novel17",3,"Novel17",3,2765,4,2,"(Apr 06 2014 18:33:45)",TRUE,TRUE,FALSE,4,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,4922
"A10VJC5VW0IBYK",6,19627,79,"Apr 06 2014","18:33:45",19,"Switch",1,"Novel68",0,"Novel68",0,5526,4,2,"(Apr 06 2014 18:33:45)",TRUE,TRUE,FALSE,4,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3274
"A10VJC5VW0IBYK",7,19628,80,"Apr 06 2014","18:33:45",20,"Same",0,"Novel27",2,"Novel27",0,3605,4,2,"(Apr 06 2014 18:33:45)",TRUE,TRUE,FALSE,4,7,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,5218
"A10VQSMGPJFSMU",0,7235,67,"May 02 2014","20:00:48",7,"Switch",1,"Novel140",1,"Novel97",0,2930,2,1,"(May 02 2014 20:00:48)",FALSE,TRUE,TRUE,2,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3403
"A10VQSMGPJFSMU",1,7236,68,"May 02 2014","20:00:48",8,"Same",1,"Novel117",0,"Novel117",0,1628,2,1,"(May 02 2014 20:00:48)",TRUE,TRUE,FALSE,2,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1765
